5.55
5.55
9.06
10.64
10.64
10.64
15.38
15.38
20.12
28.02
50.13
50.13
51.71
54.87
64.34
73.88
77.04
81.78
88.1
96
121.26
141.79
154.42
181.26
195.47
251.08
251.08
257.4
270.03
271.61
277.93
277.93
